,rooms
203,-1.3134510921412608
204,-0.4498120178565962
205,0.4138270564280683
206,-0.017992480714263973
207,-1.745270629283593
208,0.4138270564280683
209,-0.8816315549989284
210,0.8456465935704005
211,-0.017992480714263973
212,-0.017992480714263973
213,0.4138270564280683
214,-1.745270629283593
215,-1.3134510921412608
216,-1.745270629283593
217,-0.8816315549989284
218,-1.3134510921412608
219,-0.8816315549989284
220,-0.4498120178565962
221,0.8456465935704005
222,-1.745270629283593
223,0.4138270564280683
224,-0.017992480714263973
225,-0.017992480714263973
226,-0.4498120178565962
227,-1.745270629283593
228,-0.4498120178565962
229,0.4138270564280683
230,-0.4498120178565962
231,-0.4498120178565962
232,-0.8816315549989284
233,-0.4498120178565962
234,-0.8816315549989284
235,-1.3134510921412608
236,-0.8816315549989284
237,-1.3134510921412608
238,-0.4498120178565962
239,-1.3134510921412608
240,-1.745270629283593
241,-0.8816315549989284
242,0.8456465935704005
243,-1.745270629283593
244,-1.3134510921412608
245,-0.4498120178565962
246,0.8456465935704005
247,-0.8816315549989284
248,0.8456465935704005
249,-0.8816315549989284
250,0.8456465935704005
251,-1.3134510921412608
252,0.8456465935704005
253,-1.3134510921412608
254,-1.3134510921412608
255,-1.745270629283593
256,0.4138270564280683
257,-0.017992480714263973
258,-0.017992480714263973
259,-0.8816315549989284
260,-0.4498120178565962
261,0.4138270564280683
262,0.4138270564280683
263,-1.745270629283593
264,-0.4498120178565962
265,-0.017992480714263973
266,-0.017992480714263973
267,-1.3134510921412608
268,0.8456465935704005
269,1.2774661307127329
270,-0.017992480714263973
271,-0.017992480714263973
272,0.4138270564280683
273,0.4138270564280683
274,0.8456465935704005
275,-0.017992480714263973
276,-1.745270629283593
277,1.2774661307127329
278,-0.017992480714263973
279,-0.4498120178565962
280,-0.017992480714263973
281,0.8456465935704005
282,0.4138270564280683
283,-1.3134510921412608
284,-1.3134510921412608
285,0.8456465935704005
286,0.8456465935704005
287,2.1411052049973973
288,-0.017992480714263973
289,0.4138270564280683
290,1.2774661307127329
291,-1.3134510921412608
292,-0.017992480714263973
293,-1.3134510921412608
294,0.8456465935704005
295,0.4138270564280683
296,-1.3134510921412608
297,2.1411052049973973
298,2.1411052049973973
299,1.2774661307127329
300,0.4138270564280683
301,-1.745270629283593
302,0.8456465935704005
303,-0.017992480714263973
304,-0.017992480714263973
305,-1.3134510921412608
306,0.4138270564280683
307,1.709285667855065
308,-1.745270629283593
309,0.4138270564280683
310,2.1411052049973973
311,1.2774661307127329
312,0.8456465935704005
313,2.1411052049973973
314,2.1411052049973973
315,-0.017992480714263973
316,-0.8816315549989284
317,-0.017992480714263973
318,0.8456465935704005
319,0.4138270564280683
320,-0.8816315549989284
321,0.8456465935704005
322,0.8456465935704005
323,-0.017992480714263973
324,0.4138270564280683
325,-0.8816315549989284
326,0.8456465935704005
327,-0.017992480714263973
328,-0.8816315549989284
329,0.8456465935704005
330,0.8456465935704005
331,-0.017992480714263973
332,1.2774661307127329
333,0.8456465935704005
334,1.2774661307127329
335,-1.3134510921412608
336,-0.017992480714263973
337,0.8456465935704005
338,-0.4498120178565962
339,0.8456465935704005
340,-1.3134510921412608
341,-0.8816315549989284
342,-0.017992480714263973
343,0.4138270564280683
344,-1.3134510921412608
345,0.4138270564280683
346,-0.017992480714263973
347,0.4138270564280683
348,-0.8816315549989284
349,1.2774661307127329
350,-0.4498120178565962
351,0.4138270564280683
352,1.709285667855065
353,-0.017992480714263973
354,-1.745270629283593
355,0.8456465935704005
356,2.1411052049973973
357,-1.3134510921412608
358,-0.8816315549989284
359,0.4138270564280683
360,-0.017992480714263973
361,0.8456465935704005
362,2.1411052049973973
363,-0.017992480714263973
364,1.709285667855065
365,0.8456465935704005
366,0.8456465935704005
367,-0.017992480714263973
368,-0.017992480714263973
369,0.4138270564280683
370,0.4138270564280683
371,1.709285667855065
372,2.1411052049973973
373,-1.3134510921412608
374,-0.017992480714263973
375,-0.8816315549989284
376,-0.8816315549989284
377,-0.8816315549989284
378,2.1411052049973973
379,-1.3134510921412608
380,-0.017992480714263973
381,1.709285667855065
382,0.8456465935704005
383,-0.017992480714263973
384,-0.4498120178565962
385,0.8456465935704005
386,-0.4498120178565962
387,0.8456465935704005
388,-0.017992480714263973
389,2.1411052049973973
390,-0.4498120178565962
391,-0.017992480714263973
392,0.8456465935704005
393,-1.3134510921412608
394,1.2774661307127329
395,1.2774661307127329
396,2.1411052049973973
397,-0.4498120178565962
398,0.4138270564280683
399,-1.745270629283593
400,-0.4498120178565962
401,-0.4498120178565962
402,-0.017992480714263973
403,-0.8816315549989284
404,0.4138270564280683
405,-0.017992480714263973
406,-0.017992480714263973
407,1.2774661307127329
408,-0.017992480714263973
409,1.2774661307127329
410,-0.017992480714263973
411,1.2774661307127329
412,0.8456465935704005
413,-0.017992480714263973
414,1.709285667855065
415,-0.8816315549989284
416,-0.8816315549989284
417,0.8456465935704005
418,2.1411052049973973
419,0.4138270564280683
420,0.4138270564280683
421,-1.3134510921412608
422,-0.8816315549989284
423,0.4138270564280683
424,-0.017992480714263973
425,0.8456465935704005
426,-0.8816315549989284
427,0.4138270564280683
428,0.4138270564280683
429,-0.4498120178565962
430,-1.3134510921412608
431,-0.4498120178565962
432,-0.4498120178565962
433,0.4138270564280683
434,2.1411052049973973
435,-0.017992480714263973
436,-0.4498120178565962
437,1.2774661307127329
438,0.4138270564280683
439,-1.3134510921412608
440,2.1411052049973973
441,-0.017992480714263973
442,-1.745270629283593
443,-1.3134510921412608
444,-0.8816315549989284
445,-0.017992480714263973
446,-0.4498120178565962
447,-0.8816315549989284
448,0.4138270564280683
449,-0.4498120178565962
450,-1.745270629283593
451,2.1411052049973973
452,-0.017992480714263973
453,-0.4498120178565962
454,0.4138270564280683
455,-1.3134510921412608
456,0.8456465935704005
457,1.2774661307127329
458,-1.3134510921412608
459,-0.017992480714263973
460,-0.8816315549989284
461,0.4138270564280683
462,-0.8816315549989284
463,0.8456465935704005
464,1.709285667855065
465,-1.3134510921412608
466,-0.4498120178565962
467,0.4138270564280683
468,0.4138270564280683
469,1.2774661307127329
470,0.4138270564280683
471,-0.8816315549989284
472,0.4138270564280683
473,-0.017992480714263973
474,-1.745270629283593
475,0.4138270564280683
476,0.4138270564280683
477,1.709285667855065
478,-0.8816315549989284
479,-0.4498120178565962
480,-0.017992480714263973
481,0.4138270564280683
482,0.8456465935704005
483,-1.3134510921412608
484,-0.4498120178565962
485,0.4138270564280683
486,-0.017992480714263973
487,0.8456465935704005
488,1.2774661307127329
489,-0.017992480714263973
490,0.8456465935704005
491,0.8456465935704005
492,2.1411052049973973
493,2.1411052049973973
494,-0.017992480714263973
495,-0.4498120178565962
496,-0.017992480714263973
497,-0.017992480714263973
498,1.2774661307127329
499,-0.017992480714263973
500,-0.8816315549989284
501,0.8456465935704005
502,2.1411052049973973
503,1.2774661307127329
504,0.4138270564280683
505,0.4138270564280683
506,1.2774661307127329
507,-0.017992480714263973
508,-0.4498120178565962
509,-1.3134510921412608
510,1.709285667855065
511,-0.8816315549989284
512,-0.017992480714263973
513,-0.4498120178565962
514,-0.017992480714263973
515,-0.017992480714263973
516,-0.017992480714263973
517,0.4138270564280683
518,-1.3134510921412608
519,-0.4498120178565962
520,-0.8816315549989284
521,1.2774661307127329
522,-0.8816315549989284
523,1.2774661307127329
524,-0.017992480714263973
525,-0.017992480714263973
526,-0.017992480714263973
527,0.4138270564280683
528,-0.4498120178565962
529,-0.017992480714263973
530,0.4138270564280683
531,-0.8816315549989284
532,-1.3134510921412608
533,-0.4498120178565962
534,1.709285667855065
535,0.8456465935704005
536,0.4138270564280683
537,0.4138270564280683
538,0.8456465935704005
539,-0.4498120178565962
540,-0.017992480714263973
541,-0.4498120178565962
542,-0.017992480714263973
543,-0.4498120178565962
544,-1.3134510921412608
545,-1.3134510921412608
546,0.4138270564280683
547,1.2774661307127329
548,0.4138270564280683
549,-0.4498120178565962
550,-0.017992480714263973
551,-0.8816315549989284
552,1.709285667855065
553,2.1411052049973973
554,0.4138270564280683
555,-1.3134510921412608
556,-0.017992480714263973
557,-1.3134510921412608
558,-0.4498120178565962
559,-1.3134510921412608
560,-0.4498120178565962
561,-0.017992480714263973
562,-0.017992480714263973
563,-0.4498120178565962
564,-0.4498120178565962
565,0.4138270564280683
566,2.1411052049973973
567,1.2774661307127329
568,0.4138270564280683
569,-0.017992480714263973
570,2.1411052049973973
571,0.4138270564280683
572,0.4138270564280683
573,2.1411052049973973
574,1.2774661307127329
575,-0.017992480714263973
576,-0.8816315549989284
577,-1.745270629283593
578,1.709285667855065
579,-0.8816315549989284
580,-0.8816315549989284
581,0.4138270564280683
582,0.4138270564280683
583,-0.4498120178565962
584,0.4138270564280683
585,-0.4498120178565962
586,-0.4498120178565962
587,-0.017992480714263973
588,-1.745270629283593
589,0.4138270564280683
590,2.1411052049973973
591,1.709285667855065
592,-0.4498120178565962
593,0.4138270564280683
594,1.2774661307127329
595,-0.017992480714263973
596,0.4138270564280683
597,1.709285667855065
598,-0.4498120178565962
599,0.4138270564280683
600,0.4138270564280683
601,2.1411052049973973
602,-0.4498120178565962
603,0.8456465935704005
604,-1.3134510921412608
605,0.4138270564280683
606,1.709285667855065
607,-0.017992480714263973
608,-0.017992480714263973
609,-1.745270629283593
610,-1.745270629283593
611,2.1411052049973973
612,-0.8816315549989284
613,0.4138270564280683
614,-1.3134510921412608
615,0.8456465935704005
616,-0.017992480714263973
617,0.4138270564280683
618,-0.8816315549989284
619,-0.4498120178565962
620,-0.017992480714263973
621,0.4138270564280683
622,-1.3134510921412608
623,1.2774661307127329
624,-1.3134510921412608
625,2.1411052049973973
626,-0.4498120178565962
627,-0.4498120178565962
628,0.8456465935704005
629,-1.3134510921412608
630,-0.017992480714263973
631,1.709285667855065
632,0.8456465935704005
633,0.4138270564280683
634,-0.017992480714263973
635,-0.4498120178565962
636,-0.8816315549989284
637,-0.017992480714263973
638,-0.017992480714263973
639,-1.3134510921412608
640,-0.017992480714263973
641,-0.8816315549989284
642,-0.8816315549989284
643,0.8456465935704005
644,-0.017992480714263973
645,1.709285667855065
646,1.2774661307127329
647,-1.745270629283593
648,1.2774661307127329
649,1.709285667855065
650,-0.8816315549989284
651,-0.017992480714263973
652,-0.017992480714263973
653,0.4138270564280683
654,0.8456465935704005
655,-0.017992480714263973
656,-0.8816315549989284
657,-0.8816315549989284
658,-0.4498120178565962
659,-0.8816315549989284
660,-0.4498120178565962
661,1.2774661307127329
662,-1.3134510921412608
663,-0.017992480714263973
664,-1.3134510921412608
665,2.1411052049973973
666,-0.8816315549989284
667,-1.3134510921412608
668,-0.4498120178565962
669,-1.3134510921412608
670,-0.8816315549989284
671,1.709285667855065
672,-0.017992480714263973
673,-1.745270629283593
674,-0.8816315549989284
675,-0.8816315549989284
676,-0.8816315549989284
677,1.709285667855065
678,0.4138270564280683
679,-0.4498120178565962
680,-0.4498120178565962
681,-0.017992480714263973
682,1.2774661307127329
683,0.8456465935704005
684,2.1411052049973973
685,0.8456465935704005
686,-0.017992480714263973
687,-0.017992480714263973
688,1.2774661307127329
689,-0.017992480714263973
690,-0.4498120178565962
691,0.4138270564280683
692,-1.3134510921412608
693,-0.4498120178565962
694,-0.017992480714263973
695,-1.3134510921412608
696,0.4138270564280683
697,-0.017992480714263973
698,-0.4498120178565962
699,-0.4498120178565962
700,0.8456465935704005
701,0.8456465935704005
702,-0.4498120178565962
703,0.4138270564280683
704,-1.3134510921412608
705,0.4138270564280683
706,0.4138270564280683
707,0.4138270564280683
708,0.8456465935704005
709,-0.017992480714263973
710,1.2774661307127329
711,-0.4498120178565962
712,-0.017992480714263973
713,0.4138270564280683
714,-0.017992480714263973
715,0.4138270564280683
716,-0.4498120178565962
717,-0.8816315549989284
718,-0.4498120178565962
719,0.4138270564280683
720,-0.4498120178565962
721,-0.017992480714263973
722,1.2774661307127329
723,1.2774661307127329
724,-0.8816315549989284
725,2.1411052049973973
726,-0.4498120178565962
727,1.2774661307127329
728,0.8456465935704005
729,2.1411052049973973
730,-0.017992480714263973
731,0.8456465935704005
732,-1.745270629283593
733,0.4138270564280683
734,0.4138270564280683
735,-0.017992480714263973
736,-1.3134510921412608
737,2.1411052049973973
738,0.4138270564280683
739,-0.4498120178565962
740,-0.4498120178565962
741,-1.3134510921412608
742,-1.745270629283593
743,1.2774661307127329
744,-0.8816315549989284
745,-1.745270629283593
746,-0.017992480714263973
747,-1.3134510921412608
748,-0.8816315549989284
749,-0.4498120178565962
750,-0.017992480714263973
751,0.4138270564280683
752,-0.017992480714263973
753,-0.4498120178565962
754,-1.3134510921412608
755,-1.3134510921412608
756,1.709285667855065
757,0.4138270564280683
758,0.4138270564280683
759,0.4138270564280683
760,-0.017992480714263973
761,1.709285667855065
762,-0.4498120178565962
763,-0.8816315549989284
764,-1.3134510921412608
765,0.4138270564280683
766,-0.017992480714263973
767,0.4138270564280683
768,-1.3134510921412608
769,-0.017992480714263973
770,-1.3134510921412608
771,-0.017992480714263973
772,-0.8816315549989284
773,2.1411052049973973
774,-0.017992480714263973
775,-0.8816315549989284
776,-0.4498120178565962
777,0.4138270564280683
778,-1.3134510921412608
779,1.2774661307127329
780,-0.4498120178565962
781,-0.017992480714263973
782,-0.017992480714263973
783,-0.8816315549989284
784,-0.4498120178565962
785,1.2774661307127329
786,1.709285667855065
787,-0.8816315549989284
788,-0.8816315549989284
789,-0.4498120178565962
790,-1.745270629283593
791,-0.017992480714263973
792,2.1411052049973973
793,0.4138270564280683
794,-0.4498120178565962
795,1.2774661307127329
796,2.1411052049973973
797,0.4138270564280683
798,0.4138270564280683
799,-0.017992480714263973
800,2.1411052049973973
801,1.709285667855065
802,0.8456465935704005
803,-0.4498120178565962
804,-0.4498120178565962
805,-0.4498120178565962
806,0.4138270564280683
807,0.4138270564280683
808,-0.4498120178565962
809,-0.8816315549989284
810,2.1411052049973973
811,1.2774661307127329
812,-0.017992480714263973
813,0.4138270564280683
814,0.4138270564280683
815,-0.4498120178565962
816,-0.4498120178565962
817,0.4138270564280683
818,0.4138270564280683
819,-0.8816315549989284
820,-0.017992480714263973
821,2.1411052049973973
822,1.2774661307127329
823,0.4138270564280683
824,-0.017992480714263973
825,1.709285667855065
826,1.709285667855065
827,-0.8816315549989284
828,1.709285667855065
829,-0.8816315549989284
830,-0.017992480714263973
831,0.4138270564280683
832,1.2774661307127329
833,-0.017992480714263973
834,1.709285667855065
835,1.709285667855065
836,-0.017992480714263973
837,1.709285667855065
838,-1.3134510921412608
839,-0.4498120178565962
840,0.8456465935704005
841,-0.8816315549989284
842,-0.4498120178565962
843,-0.017992480714263973
844,-0.4498120178565962
845,0.8456465935704005
846,-1.3134510921412608
847,-0.017992480714263973
848,-0.017992480714263973
849,0.8456465935704005
850,-1.3134510921412608
851,-0.017992480714263973
852,0.4138270564280683
853,-0.017992480714263973
854,-0.8816315549989284
855,-0.017992480714263973
856,-0.017992480714263973
857,-0.8816315549989284
858,-1.745270629283593
859,-1.745270629283593
860,-0.017992480714263973
861,-0.4498120178565962
862,0.8456465935704005
863,1.2774661307127329
864,0.4138270564280683
865,-1.3134510921412608
866,0.4138270564280683
867,-0.017992480714263973
868,0.4138270564280683
869,-1.3134510921412608
870,-0.017992480714263973
871,-0.8816315549989284
872,-0.8816315549989284
873,-1.3134510921412608
874,-1.3134510921412608
875,-1.745270629283593
876,0.4138270564280683
877,-0.017992480714263973
878,-0.017992480714263973
879,-0.017992480714263973
880,-0.017992480714263973
881,-1.3134510921412608
882,-0.8816315549989284
883,1.2774661307127329
884,-1.3134510921412608
885,2.1411052049973973
886,-0.4498120178565962
887,-1.3134510921412608
888,-1.745270629283593
889,-1.3134510921412608
890,-0.4498120178565962
891,-0.4498120178565962
892,-0.8816315549989284
893,0.4138270564280683
894,-0.8816315549989284
895,-0.4498120178565962
896,-0.8816315549989284
897,-0.017992480714263973
898,-0.017992480714263973
899,-1.3134510921412608
900,-1.3134510921412608
901,-1.745270629283593
902,-0.017992480714263973
903,-1.745270629283593
904,-1.745270629283593
905,-0.8816315549989284
906,-0.8816315549989284
907,1.2774661307127329
908,0.4138270564280683
909,-0.017992480714263973
910,-1.3134510921412608
911,0.8456465935704005
912,-1.745270629283593
913,-0.017992480714263973
914,-1.3134510921412608
915,1.2774661307127329
916,-0.017992480714263973
917,-0.017992480714263973
918,-0.8816315549989284
919,-0.4498120178565962
920,-0.4498120178565962
921,-0.017992480714263973
922,-1.3134510921412608
923,-0.8816315549989284
924,0.4138270564280683
925,0.4138270564280683
926,-0.8816315549989284
927,-0.8816315549989284
928,1.709285667855065
929,0.4138270564280683
930,1.709285667855065
931,-0.017992480714263973
932,-0.8816315549989284
933,-0.8816315549989284
934,-0.4498120178565962
935,-0.8816315549989284
936,-0.8816315549989284
937,-0.4498120178565962
938,-0.4498120178565962
939,0.4138270564280683
940,2.1411052049973973
941,-1.3134510921412608
942,-0.8816315549989284
943,0.4138270564280683
944,0.8456465935704005
945,-0.4498120178565962
946,-0.017992480714263973
947,-0.8816315549989284
948,-0.017992480714263973
949,-0.017992480714263973
950,1.2774661307127329
951,1.2774661307127329
952,0.4138270564280683
953,1.709285667855065
954,0.4138270564280683
955,0.8456465935704005
956,-0.4498120178565962
957,1.709285667855065
958,0.4138270564280683
959,1.709285667855065
960,1.2774661307127329
961,1.709285667855065
962,-0.4498120178565962
963,0.4138270564280683
964,1.2774661307127329
965,0.4138270564280683
966,-0.017992480714263973
967,-0.4498120178565962
968,-0.8816315549989284
969,0.4138270564280683
970,-0.4498120178565962
971,0.4138270564280683
972,-0.8816315549989284
973,-0.017992480714263973
974,1.709285667855065
975,-0.017992480714263973
976,0.8456465935704005
977,-0.8816315549989284
978,-1.745270629283593
979,0.4138270564280683
980,0.8456465935704005
981,1.709285667855065
982,-0.017992480714263973
983,-0.4498120178565962
984,1.709285667855065
985,-0.8816315549989284
986,1.2774661307127329
987,-0.017992480714263973
988,-0.4498120178565962
989,-0.4498120178565962
990,2.1411052049973973
991,0.8456465935704005
992,-0.4498120178565962
993,-0.8816315549989284
994,-0.4498120178565962
995,-0.4498120178565962
996,1.2774661307127329
997,-0.8816315549989284
998,0.4138270564280683
999,-0.017992480714263973
1000,0.8456465935704005
1001,1.2774661307127329
1002,0.4138270564280683
1003,2.1411052049973973
1004,0.4138270564280683
1005,1.2774661307127329
1006,0.8456465935704005
1007,-0.4498120178565962
1008,0.4138270564280683
1009,-1.3134510921412608
1010,-0.4498120178565962
1011,2.1411052049973973
1012,0.8456465935704005
1013,-0.8816315549989284
1014,-0.8816315549989284
1015,-0.017992480714263973
1016,-0.017992480714263973
1017,-0.4498120178565962
1018,0.4138270564280683
1019,0.4138270564280683
1020,-0.017992480714263973
1021,1.2774661307127329
1022,-0.017992480714263973
1023,-0.017992480714263973
1024,-0.8816315549989284
1025,-0.017992480714263973
1026,2.1411052049973973
1027,-0.8816315549989284
1028,1.709285667855065
1029,-0.4498120178565962
1030,-0.4498120178565962
1031,-0.017992480714263973
1032,-2.1770901664259252
1033,0.4138270564280683
1034,-1.3134510921412608
1035,-0.8816315549989284
1036,0.8456465935704005
1037,-0.017992480714263973
1038,0.4138270564280683
1039,-1.3134510921412608
1040,-1.3134510921412608
1041,-0.017992480714263973
1042,0.4138270564280683
1043,-0.017992480714263973
1044,0.4138270564280683
1045,0.4138270564280683
1046,-0.017992480714263973
1047,-0.017992480714263973
1048,0.8456465935704005
1049,-0.4498120178565962
1050,-0.8816315549989284
1051,0.8456465935704005
1052,1.709285667855065
1053,-0.017992480714263973
1054,-0.017992480714263973
1055,-0.4498120178565962
1056,-0.017992480714263973
1057,0.8456465935704005
1058,-0.8816315549989284
1059,2.1411052049973973
1060,-1.3134510921412608
1061,0.8456465935704005
1062,-0.8816315549989284
1063,2.1411052049973973
1064,2.1411052049973973
1065,-1.745270629283593
1066,1.2774661307127329
1067,-0.017992480714263973
1068,-0.8816315549989284
1069,-0.8816315549989284
1070,-0.017992480714263973
1071,-0.4498120178565962
1072,-0.4498120178565962
1073,-0.8816315549989284
1074,1.2774661307127329
1075,-0.017992480714263973
1076,-0.8816315549989284
1077,0.4138270564280683
1078,-1.745270629283593
1079,-0.017992480714263973
1080,-0.8816315549989284
1081,-0.4498120178565962
1082,0.4138270564280683
1083,0.8456465935704005
1084,0.4138270564280683
1085,-0.4498120178565962
1086,-1.745270629283593
1087,-0.8816315549989284
1088,-0.017992480714263973
1089,1.2774661307127329
1090,-0.8816315549989284
1091,1.2774661307127329
1092,-0.017992480714263973
1093,-0.017992480714263973
1094,0.4138270564280683
1095,2.1411052049973973
1096,2.1411052049973973
1097,-1.3134510921412608
1098,1.709285667855065
1099,0.8456465935704005
1100,-0.017992480714263973
1101,0.4138270564280683
1102,-1.3134510921412608
1103,-0.017992480714263973
1104,-0.017992480714263973
1105,-0.017992480714263973
1106,-0.4498120178565962
1107,0.4138270564280683
1108,-0.017992480714263973
1109,-1.3134510921412608
1110,-1.745270629283593
1111,-0.8816315549989284
1112,-0.017992480714263973
1113,-0.017992480714263973
1114,0.4138270564280683
1115,1.2774661307127329
1116,0.4138270564280683
1117,0.4138270564280683
1118,-0.8816315549989284
1119,1.2774661307127329
1120,-0.8816315549989284
1121,-0.017992480714263973
1122,-0.8816315549989284
1123,-0.017992480714263973
1124,0.4138270564280683
1125,-0.4498120178565962
1126,-0.017992480714263973
1127,-1.745270629283593
1128,1.2774661307127329
1129,-0.8816315549989284
1130,0.4138270564280683
1131,-0.8816315549989284
1132,-0.017992480714263973
1133,1.2774661307127329
1134,0.4138270564280683
1135,-1.3134510921412608
1136,0.4138270564280683
1137,-1.3134510921412608
1138,-0.8816315549989284
1139,-0.8816315549989284
1140,-0.017992480714263973
1141,0.4138270564280683
1142,-1.745270629283593
1143,-0.8816315549989284
1144,-1.745270629283593
1145,-1.3134510921412608
1146,-0.4498120178565962
1147,1.2774661307127329
1148,-1.745270629283593
1149,0.8456465935704005
1150,-0.017992480714263973
1151,1.709285667855065
1152,0.4138270564280683
1153,-1.3134510921412608
1154,-0.017992480714263973
1155,1.2774661307127329
1156,-0.8816315549989284
1157,-2.1770901664259252
1158,-0.8816315549989284
1159,-0.8816315549989284
1160,0.8456465935704005
1161,0.8456465935704005
1162,-0.8816315549989284
1163,-0.8816315549989284
1164,0.8456465935704005
1165,0.4138270564280683
1166,0.4138270564280683
1167,1.2774661307127329
1168,-0.017992480714263973
1169,0.4138270564280683
1170,-0.8816315549989284
1171,0.4138270564280683
1172,1.709285667855065
1173,0.4138270564280683
1174,-0.017992480714263973
1175,-0.017992480714263973
1176,-0.4498120178565962
1177,-1.3134510921412608
1178,1.2774661307127329
1179,-0.017992480714263973
1180,0.8456465935704005
1181,-0.017992480714263973
1182,-0.017992480714263973
1183,-0.8816315549989284
1184,-0.017992480714263973
1185,-0.4498120178565962
1186,-0.017992480714263973
1187,-1.3134510921412608
1188,-1.3134510921412608
1189,-0.8816315549989284
1190,-0.8816315549989284
1191,-1.3134510921412608
1192,-0.017992480714263973
1193,-1.745270629283593
1194,-0.4498120178565962
1195,-0.017992480714263973
